Category,OrderDate,DueDate,ShipDate,OrderQuantity,UnitPrice,SalesAmount,TaxAmt,Order Month
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,2181.5625,2181.5625,174.525,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,2049.0982,2049.0982,163.9279,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,2049.0982,2049.0982,163.9279,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,1000.4375,1000.4375,80.035,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,1000.4375,1000.4375,80.035,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,1000.4375,1000.4375,80.035,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,782.99,782.99,62.6392,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,782.99,782.99,62.6392,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,2049.0982,2049.0982,163.9279,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,2071.4196,2071.4196,165.7136,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,2071.4196,2071.4196,165.7136,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,2049.0982,2049.0982,163.9279,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,782.99,782.99,62.6392,11/1/2012
Bikes,2012-11-01T04:00:00Z,2012-11-13T05:00:00Z,2012-11-08T05:00:00Z,1,782.99,782.99,62.6392,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2071.4196,2071.4196,165.7136,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2181.5625,2181.5625,174.525,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2071.4196,2071.4196,165.7136,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2071.4196,2071.4196,165.7136,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2049.0982,2049.0982,163.9279,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2071.4196,2071.4196,165.7136,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,782.99,782.99,62.6392,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,782.99,782.99,62.6392,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,782.99,782.99,62.6392,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,782.99,782.99,62.6392,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,1000.4375,1000.4375,80.035,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2049.0982,2049.0982,163.9279,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2049.0982,2049.0982,163.9279,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2049.0982,2049.0982,163.9279,11/1/2012
Bikes,2012-11-02T04:00:00Z,2012-11-14T05:00:00Z,2012-11-09T05:00:00Z,1,2181.5625,2181.5625,174.525,11/1/2012
Bikes,2012-11-03T04:00:00Z,2012-11-15T05:00:00Z,2012-11-10T05:00:00Z,1,2443.35,2443.35,195.468,11/1/2012
Bikes,2012-11-03T04:00:00Z,2012-11-15T05:00:00Z,2012-11-10T05:00:00Z,1,2181.5625,2181.5625,174.525,11/1/2012
Bikes,2012-11-03T04:00:00Z,2012-11-15T05:00:00Z,2012-11-10T05:00:00Z,1,2049.0982,2049.0982,163.9279,11/1/2012
