Category,OrderDate,DueDate,ShipDate,OrderQuantity,UnitPrice,SalesAmount,TaxAmt,Order Month
Bikes,2011-01-01T05:00:00Z,2011-01-13T05:00:00Z,2011-01-08T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-01T05:00:00Z,2011-01-13T05:00:00Z,2011-01-08T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-02T05:00:00Z,2011-01-14T05:00:00Z,2011-01-09T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-02T05:00:00Z,2011-01-14T05:00:00Z,2011-01-09T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-02T05:00:00Z,2011-01-14T05:00:00Z,2011-01-09T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-02T05:00:00Z,2011-01-14T05:00:00Z,2011-01-09T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-02T05:00:00Z,2011-01-14T05:00:00Z,2011-01-09T05:00:00Z,1,699.0982,699.0982,55.9279,1/1/2011
Bikes,2011-01-03T05:00:00Z,2011-01-15T05:00:00Z,2011-01-10T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-03T05:00:00Z,2011-01-15T05:00:00Z,2011-01-10T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-03T05:00:00Z,2011-01-15T05:00:00Z,2011-01-10T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-03T05:00:00Z,2011-01-15T05:00:00Z,2011-01-10T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-04T05:00:00Z,2011-01-16T05:00:00Z,2011-01-11T05:00:00Z,1,3578.27,3578.27,286.2616,1/1/2011
Bikes,2011-01-04T05:00:00Z,2011-01-16T05:00:00Z,2011-01-11T05:00:00Z,1,699.0982,699.0982,55.9279,1/1/2011
