Category,OrderDate,DueDate,ShipDate,OrderQuantity,UnitPrice,SalesAmount,TaxAmt,Order Month
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,1120.49,1120.49,89.6392,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,49.99,49.99,3.9992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,1120.49,1120.49,89.6392,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2294.99,2294.99,183.5992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,9.99,9.99,0.7992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2319.99,2319.99,185.5992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,9.99,9.99,0.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,8.99,8.99,0.7192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2.29,2.29,0.1832,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,29.99,29.99,2.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,69.99,69.99,5.5992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,3.99,3.99,0.3192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,21.49,21.49,1.7192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,8.99,8.99,0.7192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,49.99,49.99,3.9992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.49,24.49,1.9592,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,3.99,3.99,0.3192,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,53.99,53.99,4.3192,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,8.99,8.99,0.7192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,3.99,3.99,0.3192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,3.99,3.99,0.3192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.49,24.49,1.9592,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,120,120,9.6,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,28.99,28.99,2.3192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,29.99,29.99,2.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,9.99,9.99,0.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,53.99,53.99,4.3192,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,8.99,8.99,0.7192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,9.99,9.99,0.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.49,24.49,1.9592,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,69.99,69.99,5.5992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,49.99,49.99,3.9992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,69.99,69.99,5.5992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2.29,2.29,0.1832,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2.29,2.29,0.1832,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,21.98,21.98,1.7584,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2.29,2.29,0.1832,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,120,120,9.6,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,159,159,12.72,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,28.99,28.99,2.3192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2.29,2.29,0.1832,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,120,120,9.6,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,28.99,28.99,2.3192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2.29,2.29,0.1832,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,35,35,2.8,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2.29,2.29,0.1832,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,35,35,2.8,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,21.98,21.98,1.7584,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,7.95,7.95,0.636,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,35,35,2.8,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,769.49,769.49,61.5592,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,69.99,69.99,5.5992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,49.99,49.99,3.9992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2319.99,2319.99,185.5992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,21.98,21.98,1.7584,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,159,159,12.72,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,1214.85,1214.85,97.188,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,8.99,8.99,0.7192,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,1214.85,1214.85,97.188,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,8.99,8.99,0.7192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,4.99,4.99,0.3992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,539.99,539.99,43.1992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Clothing,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,63.5,63.5,5.08,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,539.99,539.99,43.1992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,539.99,539.99,43.1992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2384.07,2384.07,190.7256,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2384.07,2384.07,190.7256,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2294.99,2294.99,183.5992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,54.99,54.99,4.3992000000000004,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,539.99,539.99,43.1992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,21.49,21.49,1.7192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,3.99,3.99,0.3192,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,34.99,34.99,2.7992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,539.99,539.99,43.1992,4/1/2013
Bikes,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,1120.49,1120.49,89.6392,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,24.99,24.99,1.9992,4/1/2013
Accessories,2013-04-01T04:00:00Z,2013-04-13T04:00:00Z,2013-04-08T04:00:00Z,1,2.29,2.29,0.1832,4/1/2013
