Category,OrderDate,DueDate,ShipDate,OrderQuantity,UnitPrice,SalesAmount,TaxAmt,Order Month
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-01T04:00:00Z,2012-06-13T04:00:00Z,2012-06-08T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-02T04:00:00Z,2012-06-14T04:00:00Z,2012-06-09T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-02T04:00:00Z,2012-06-14T04:00:00Z,2012-06-09T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-02T04:00:00Z,2012-06-14T04:00:00Z,2012-06-09T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-03T04:00:00Z,2012-06-15T04:00:00Z,2012-06-10T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-04T04:00:00Z,2012-06-16T04:00:00Z,2012-06-11T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-04T04:00:00Z,2012-06-16T04:00:00Z,2012-06-11T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-04T04:00:00Z,2012-06-16T04:00:00Z,2012-06-11T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-04T04:00:00Z,2012-06-16T04:00:00Z,2012-06-11T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-04T04:00:00Z,2012-06-16T04:00:00Z,2012-06-11T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-04T04:00:00Z,2012-06-16T04:00:00Z,2012-06-11T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-05T04:00:00Z,2012-06-17T04:00:00Z,2012-06-12T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-06T04:00:00Z,2012-06-18T04:00:00Z,2012-06-13T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-07T04:00:00Z,2012-06-19T04:00:00Z,2012-06-14T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-07T04:00:00Z,2012-06-19T04:00:00Z,2012-06-14T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-07T04:00:00Z,2012-06-19T04:00:00Z,2012-06-14T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-07T04:00:00Z,2012-06-19T04:00:00Z,2012-06-14T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-07T04:00:00Z,2012-06-19T04:00:00Z,2012-06-14T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-07T04:00:00Z,2012-06-19T04:00:00Z,2012-06-14T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-07T04:00:00Z,2012-06-19T04:00:00Z,2012-06-14T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-08T04:00:00Z,2012-06-20T04:00:00Z,2012-06-15T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-09T04:00:00Z,2012-06-21T04:00:00Z,2012-06-16T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-10T04:00:00Z,2012-06-22T04:00:00Z,2012-06-17T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-11T04:00:00Z,2012-06-23T04:00:00Z,2012-06-18T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,1000.4375,1000.4375,80.035,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,2443.35,2443.35,195.468,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,2071.4196,2071.4196,165.7136,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-12T04:00:00Z,2012-06-24T04:00:00Z,2012-06-19T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-13T04:00:00Z,2012-06-25T04:00:00Z,2012-06-20T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-13T04:00:00Z,2012-06-25T04:00:00Z,2012-06-20T04:00:00Z,1,782.99,782.99,62.6392,6/1/2012
Bikes,2012-06-13T04:00:00Z,2012-06-25T04:00:00Z,2012-06-20T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-13T04:00:00Z,2012-06-25T04:00:00Z,2012-06-20T04:00:00Z,1,2049.0982,2049.0982,163.9279,6/1/2012
Bikes,2012-06-13T04:00:00Z,2012-06-25T04:00:00Z,2012-06-20T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
Bikes,2012-06-14T04:00:00Z,2012-06-26T04:00:00Z,2012-06-21T04:00:00Z,1,2181.5625,2181.5625,174.525,6/1/2012
