Category,OrderDate,DueDate,ShipDate,OrderQuantity,UnitPrice,SalesAmount,TaxAmt,Order Month
Bikes,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,1120.49,1120.49,89.6392,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,34.99,34.99,2.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,8.99,8.99,0.7192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,4.99,4.99,0.3992,2/1/2013
Clothing,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,8.99,8.99,0.7192,2/1/2013
Clothing,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,49.99,49.99,3.9992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,7.95,7.95,0.636,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,24.99,24.99,1.9992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,4.99,4.99,0.3992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,2.29,2.29,0.1832,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,21.49,21.49,1.7192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,21.49,21.49,1.7192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,4.99,4.99,0.3992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,34.99,34.99,2.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,9.99,9.99,0.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,4.99,4.99,0.3992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,34.99,34.99,2.7992,2/1/2013
Clothing,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,49.99,49.99,3.9992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,4.99,4.99,0.3992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,34.99,34.99,2.7992,2/1/2013
Clothing,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,24.49,24.49,1.9592,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,28.99,28.99,2.3192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,21.49,21.49,1.7192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,3.99,3.99,0.3192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,34.99,34.99,2.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,3.99,3.99,0.3192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,32.6,32.6,2.608,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,54.99,54.99,4.3992000000000004,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,3.99,3.99,0.3192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,32.6,32.6,2.608,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,34.99,34.99,2.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,3.99,3.99,0.3192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,32.6,32.6,2.608,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,29.99,29.99,2.3992,2/1/2013
Clothing,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,8.99,8.99,0.7192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,32.6,32.6,2.608,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,3.99,3.99,0.3192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,2.29,2.29,0.1832,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,4.99,4.99,0.3992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,29.99,29.99,2.3992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,34.99,34.99,2.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,29.99,29.99,2.3992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,2.29,2.29,0.1832,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,9.99,9.99,0.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,4.99,4.99,0.3992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,9.99,9.99,0.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,4.99,4.99,0.3992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,34.99,34.99,2.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,9.99,9.99,0.7992,2/1/2013
Clothing,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,69.99,69.99,5.5992,2/1/2013
Clothing,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,8.99,8.99,0.7192,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,9.99,9.99,0.7992,2/1/2013
Accessories,2013-02-01T05:00:00Z,2013-02-13T05:00:00Z,2013-02-08T05:00:00Z,1,4.99,4.99,0.3992,2/1/2013
