Category,OrderDate,DueDate,ShipDate,OrderQuantity,UnitPrice,SalesAmount,TaxAmt,Order Month
Bikes,2011-02-01T05:00:00Z,2011-02-13T05:00:00Z,2011-02-08T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-01T05:00:00Z,2011-02-13T05:00:00Z,2011-02-08T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-01T05:00:00Z,2011-02-13T05:00:00Z,2011-02-08T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-01T05:00:00Z,2011-02-13T05:00:00Z,2011-02-08T05:00:00Z,1,3399.99,3399.99,271.9992,2/1/2011
Bikes,2011-02-01T05:00:00Z,2011-02-13T05:00:00Z,2011-02-08T05:00:00Z,1,3399.99,3399.99,271.9992,2/1/2011
Bikes,2011-02-02T05:00:00Z,2011-02-14T05:00:00Z,2011-02-09T05:00:00Z,1,699.0982,699.0982,55.9279,2/1/2011
Bikes,2011-02-02T05:00:00Z,2011-02-14T05:00:00Z,2011-02-09T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-02T05:00:00Z,2011-02-14T05:00:00Z,2011-02-09T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-02T05:00:00Z,2011-02-14T05:00:00Z,2011-02-09T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-02T05:00:00Z,2011-02-14T05:00:00Z,2011-02-09T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-02T05:00:00Z,2011-02-14T05:00:00Z,2011-02-09T05:00:00Z,1,699.0982,699.0982,55.9279,2/1/2011
Bikes,2011-02-03T05:00:00Z,2011-02-15T05:00:00Z,2011-02-10T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-03T05:00:00Z,2011-02-15T05:00:00Z,2011-02-10T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-03T05:00:00Z,2011-02-15T05:00:00Z,2011-02-10T05:00:00Z,1,699.0982,699.0982,55.9279,2/1/2011
Bikes,2011-02-03T05:00:00Z,2011-02-15T05:00:00Z,2011-02-10T05:00:00Z,1,3399.99,3399.99,271.9992,2/1/2011
Bikes,2011-02-03T05:00:00Z,2011-02-15T05:00:00Z,2011-02-10T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-03T05:00:00Z,2011-02-15T05:00:00Z,2011-02-10T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-03T05:00:00Z,2011-02-15T05:00:00Z,2011-02-10T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-03T05:00:00Z,2011-02-15T05:00:00Z,2011-02-10T05:00:00Z,1,3399.99,3399.99,271.9992,2/1/2011
Bikes,2011-02-04T05:00:00Z,2011-02-16T05:00:00Z,2011-02-11T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-04T05:00:00Z,2011-02-16T05:00:00Z,2011-02-11T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-04T05:00:00Z,2011-02-16T05:00:00Z,2011-02-11T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-04T05:00:00Z,2011-02-16T05:00:00Z,2011-02-11T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-05T05:00:00Z,2011-02-17T05:00:00Z,2011-02-12T05:00:00Z,1,699.0982,699.0982,55.9279,2/1/2011
Bikes,2011-02-05T05:00:00Z,2011-02-17T05:00:00Z,2011-02-12T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-05T05:00:00Z,2011-02-17T05:00:00Z,2011-02-12T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-05T05:00:00Z,2011-02-17T05:00:00Z,2011-02-12T05:00:00Z,1,3399.99,3399.99,271.9992,2/1/2011
Bikes,2011-02-06T05:00:00Z,2011-02-18T05:00:00Z,2011-02-13T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-06T05:00:00Z,2011-02-18T05:00:00Z,2011-02-13T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-06T05:00:00Z,2011-02-18T05:00:00Z,2011-02-13T05:00:00Z,1,3374.99,3374.99,269.9992,2/1/2011
Bikes,2011-02-06T05:00:00Z,2011-02-18T05:00:00Z,2011-02-13T05:00:00Z,1,3374.99,3374.99,269.9992,2/1/2011
Bikes,2011-02-07T05:00:00Z,2011-02-19T05:00:00Z,2011-02-14T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
Bikes,2011-02-07T05:00:00Z,2011-02-19T05:00:00Z,2011-02-14T05:00:00Z,1,3578.27,3578.27,286.2616,2/1/2011
